legal_entity,physical_entity,fk_client_id
False,True,1168
False,True,1169
False,True,1170
False,True,1171
False,True,1172
True,False,1173
False,True,1174
False,True,1175
False,True,1176
False,True,1177
True,False,1178
True,False,1179
False,True,1180
False,True,1181
True,False,1182
True,False,1183
False,True,1184
True,False,1185
False,True,1186
False,True,1187
True,False,1188
False,True,1189
True,False,1190
False,True,1191
False,True,1192
True,False,1193
True,False,1194
True,False,1195
True,False,1196
False,True,1197
True,False,1198
True,False,1199
True,False,1200
False,True,1201
False,True,1202
False,True,1203
True,False,1204
False,True,1205
True,False,1206
False,True,1207
False,True,1208
False,True,1209
False,True,1210
True,False,1211
False,True,1212
False,True,1213
False,True,1214
False,True,1215
True,False,1216
False,True,1217
False,True,1218
True,False,1219
True,False,1220
False,True,1221
False,True,1222
False,True,1223
True,False,1224
True,False,1225
True,False,1226
True,False,1227
False,True,1228
False,True,1229
True,False,1230
False,True,1231
True,False,1232
True,False,1233
False,True,1234
False,True,1235
True,False,1236
True,False,1237
True,False,1238
False,True,1239
False,True,1240
True,False,1241
False,True,1242
True,False,1243
True,False,1244
True,False,1245
True,False,1246
True,False,1247
False,True,1248
True,False,1249
True,False,1250
False,True,1251
True,False,1252
False,True,1253
True,False,1254
True,False,1255
True,False,1256
False,True,1257
True,False,1258
True,False,1259
True,False,1260
False,True,1261
True,False,1262
True,False,1263
False,True,1264
False,True,1265
True,False,1266
False,True,1267
False,True,1268
False,True,1269
False,True,1270
True,False,1271
True,False,1272
False,True,1273
False,True,1274
False,True,1275
False,True,1276
True,False,1277
False,True,1278
True,False,1279
True,False,1280
False,True,1281
False,True,1282
False,True,1283
True,False,1284
False,True,1285
True,False,1286
True,False,1287
True,False,1288
False,True,1289
False,True,1290
False,True,1291
False,True,1292
True,False,1293
False,True,1294
False,True,1295
True,False,1296
True,False,1297
False,True,1298
True,False,1299
True,False,1300
False,True,1301
True,False,1302
True,False,1303
False,True,1304
True,False,1305
True,False,1306
False,True,1307
True,False,1308
False,True,1309
True,False,1310
True,False,1311
True,False,1312
True,False,1313
True,False,1314
True,False,1315
False,True,1316
True,False,1317
True,False,1318
False,True,1319
True,False,1320
False,True,1321
False,True,1322
True,False,1323
False,True,1324
False,True,1325
True,False,1326
False,True,1327
False,True,1328
False,True,1329
True,False,1330
False,True,1331
False,True,1332
True,False,1333
True,False,1334
False,True,1335
True,False,1336
True,False,1337
True,False,1338
False,True,1339
True,False,1340
True,False,1341
False,True,1342
False,True,1343
False,True,1344
False,True,1345
True,False,1346
False,True,1347
True,False,1348
False,True,1349
False,True,1350
True,False,1351
False,True,1352
False,True,1353
True,False,1354
False,True,1355
True,False,1356
False,True,1357
False,True,1358
True,False,1359
False,True,1360
False,True,1361
False,True,1362
True,False,1363
False,True,1364
True,False,1365
False,True,1366
False,True,1367
True,False,1368
False,True,1369
False,True,1370
False,True,1371
True,False,1372
False,True,1373
False,True,1374
True,False,1375
False,True,1376
True,False,1377
True,False,1378
False,True,1379
True,False,1380
True,False,1381
False,True,1382
True,False,1383
True,False,1384
False,True,1385
True,False,1386
True,False,1387
True,False,1388
True,False,1389
False,True,1390
False,True,1391
True,False,1392
False,True,1393
False,True,1394
False,True,1395
True,False,1396
False,True,1397
False,True,1398
False,True,1399
False,True,1400
False,True,1401
True,False,1402
True,False,1403
True,False,1404
True,False,1405
False,True,1406
True,False,1407
False,True,1408
False,True,1409
False,True,1410
False,True,1411
True,False,1412
True,False,1413
False,True,1414
False,True,1415
False,True,1416
False,True,1417
False,True,1418
True,False,1419
True,False,1420
False,True,1421
True,False,1422
False,True,1423
False,True,1424
True,False,1425
False,True,1426
True,False,1427
False,True,1428
False,True,1429
False,True,1430
False,True,1431
False,True,1432
False,True,1433
False,True,1434
True,False,1435
True,False,1436
False,True,1437
False,True,1438
True,False,1439
True,False,1440
True,False,1441
False,True,1442
False,True,1443
True,False,1444
True,False,1445
False,True,1446
True,False,1447
False,True,1448
True,False,1449
False,True,1450
True,False,1451
False,True,1452
False,True,1453
True,False,1454
True,False,1455
False,True,1456
False,True,1457
False,True,1458
False,True,1459
False,True,1460
False,True,1461
False,True,1462
False,True,1463
True,False,1464
False,True,1465
True,False,1466
True,False,1467
True,False,1468
True,False,1469
True,False,1470
True,False,1471
True,False,1472
False,True,1473
False,True,1474
True,False,1475
False,True,1476
True,False,1477
True,False,1478
True,False,1479
True,False,1480
True,False,1481
True,False,1482
True,False,1483
False,True,1484
False,True,1485
True,False,1486
False,True,1487
False,True,1488
False,True,1489
True,False,1490
True,False,1491
True,False,1492
True,False,1493
False,True,1494
True,False,1495
True,False,1496
True,False,1497
False,True,1498
True,False,1499
True,False,1500
True,False,1501
False,True,1502
True,False,1503
True,False,1504
True,False,1505
False,True,1506
True,False,1507
False,True,1508
False,True,1509
True,False,1510
True,False,1511
True,False,1512
False,True,1513
True,False,1514
True,False,1515
False,True,1516
True,False,1517
True,False,1518
True,False,1519
True,False,1520
True,False,1521
True,False,1522
True,False,1523
True,False,1524
False,True,1525
True,False,1526
False,True,1527
False,True,1528
False,True,1529
False,True,1530
False,True,1531
True,False,1532
False,True,1533
False,True,1534
False,True,1535
False,True,1536
False,True,1537
True,False,1538
True,False,1539
True,False,1540
True,False,1541
False,True,1542
False,True,1543
True,False,1544
True,False,1545
True,False,1546
False,True,1547
True,False,1548
True,False,1549
True,False,1550
False,True,1551
True,False,1552
False,True,1553
True,False,1554
True,False,1555
True,False,1556
True,False,1557
False,True,1558
True,False,1559
False,True,1560
False,True,1561
False,True,1562
False,True,1563
True,False,1564
False,True,1565
True,False,1566
False,True,1567
True,False,1568
False,True,1569
True,False,1570
True,False,1571
False,True,1572
True,False,1573
True,False,1574
False,True,1575
False,True,1576
True,False,1577
False,True,1578
True,False,1579
True,False,1580
False,True,1581
True,False,1582
False,True,1583
False,True,1584
False,True,1585
True,False,1586
False,True,1587
False,True,1588
False,True,1589
True,False,1590
True,False,1591
False,True,1592
True,False,1593
True,False,1594
False,True,1595
True,False,1596
False,True,1597
False,True,1598
False,True,1599
True,False,1600
True,False,1601
False,True,1602
True,False,1603
False,True,1604
True,False,1605
True,False,1606
True,False,1607
True,False,1608
True,False,1609
True,False,1610
True,False,1611
False,True,1612
False,True,1613
False,True,1614
True,False,1615
True,False,1616
True,False,1617
False,True,1618
True,False,1619
True,False,1620
True,False,1621
True,False,1622
True,False,1623
True,False,1624
True,False,1625
False,True,1626
False,True,1627
False,True,1628
True,False,1629
False,True,1630
False,True,1631
False,True,1632
True,False,1633
False,True,1634
True,False,1635
False,True,1636
False,True,1637
False,True,1638
False,True,1639
True,False,1640
False,True,1641
False,True,1642
True,False,1643
True,False,1644
False,True,1645
True,False,1646
True,False,1647
True,False,1648
True,False,1649
True,False,1650
False,True,1651
False,True,1652
False,True,1653
True,False,1654
False,True,1655
False,True,1656
True,False,1657
True,False,1658
False,True,1659
True,False,1660
False,True,1661
True,False,1662
True,False,1663
False,True,1664
False,True,1665
True,False,1666
True,False,1667
True,False,1668
True,False,1669
False,True,1670
False,True,1671
True,False,1672
False,True,1673
False,True,1674
True,False,1675
True,False,1676
True,False,1677
False,True,1678
False,True,1679
False,True,1680
True,False,1681
False,True,1682
False,True,1683
False,True,1684
False,True,1685
True,False,1686
True,False,1687
True,False,1688
True,False,1689
True,False,1690
True,False,1691
False,True,1692
False,True,1693
False,True,1694
True,False,1695
False,True,1696
False,True,1697
True,False,1698
False,True,1699
True,False,1700
False,True,1701
False,True,1702
False,True,1703
True,False,1704
True,False,1705
True,False,1706
False,True,1707
False,True,1708
True,False,1709
True,False,1710
True,False,1711
True,False,1712
True,False,1713
True,False,1714
True,False,1715
False,True,1716
True,False,1717
False,True,1718
True,False,1719
False,True,1720
True,False,1721
False,True,1722
True,False,1723
True,False,1724
False,True,1725
True,False,1726
True,False,1727
True,False,1728
True,False,1729
True,False,1730
False,True,1731
True,False,1732
False,True,1733
True,False,1734
True,False,1735
False,True,1736
False,True,1737
False,True,1738
True,False,1739
False,True,1740
True,False,1741
True,False,1742
True,False,1743
False,True,1744
False,True,1745
False,True,1746
True,False,1747
False,True,1748
True,False,1749
False,True,1750
False,True,1751
True,False,1752
True,False,1753
True,False,1754
False,True,1755
False,True,1756
False,True,1757
False,True,1758
True,False,1759
False,True,1760
False,True,1761
False,True,1762
True,False,1763
False,True,1764
True,False,1765
True,False,1766
False,True,1767
True,False,1768
True,False,1769
False,True,1770
True,False,1771
False,True,1772
False,True,1773
False,True,1774
True,False,1775
True,False,1776
False,True,1777
True,False,1778
True,False,1779
True,False,1780
True,False,1781
True,False,1782
False,True,1783
False,True,1784
True,False,1785
False,True,1786
False,True,1787
False,True,1788
True,False,1789
True,False,1790
True,False,1791
True,False,1792
False,True,1793
False,True,1794
False,True,1795
True,False,1796
False,True,1797
False,True,1798
True,False,1799
False,True,1800
False,True,1801
False,True,1802
False,True,1803
True,False,1804
False,True,1805
True,False,1806
True,False,1807
True,False,1808
False,True,1809
False,True,1810
False,True,1811
True,False,1812
False,True,1813
False,True,1814
False,True,1815
False,True,1816
False,True,1817
False,True,1818
False,True,1819
True,False,1820
True,False,1821
True,False,1822
True,False,1823
True,False,1824
True,False,1825
False,True,1826
True,False,1827
True,False,1828
False,True,1829
False,True,1830
False,True,1831
False,True,1832
True,False,1833
True,False,1834
False,True,1835
True,False,1836
True,False,1837
False,True,1838
True,False,1839
True,False,1840
False,True,1841
True,False,1842
True,False,1843
True,False,1844
True,False,1845
True,False,1846
True,False,1847
False,True,1848
False,True,1849
True,False,1850
False,True,1851
True,False,1852
False,True,1853
False,True,1854
False,True,1855
True,False,1856
False,True,1857
True,False,1858
False,True,1859
True,False,1860
True,False,1861
False,True,1862
False,True,1863
False,True,1864
False,True,1865
True,False,1866
True,False,1867
True,False,1868
True,False,1869
True,False,1870
False,True,1871
True,False,1872
False,True,1873
True,False,1874
True,False,1875
True,False,1876
True,False,1877
True,False,1878
False,True,1879
False,True,1880
False,True,1881
True,False,1882
True,False,1883
True,False,1884
True,False,1885
True,False,1886
True,False,1887
False,True,1888
False,True,1889
False,True,1890
False,True,1891
True,False,1892
True,False,1893
True,False,1894
True,False,1895
True,False,1896
True,False,1897
True,False,1898
False,True,1899
True,False,1900
True,False,1901
True,False,1902
False,True,1903
True,False,1904
False,True,1905
False,True,1906
True,False,1907
True,False,1908
False,True,1909
False,True,1910
True,False,1911
True,False,1912
True,False,1913
True,False,1914
True,False,1915
False,True,1916
True,False,1917
True,False,1918
False,True,1919
True,False,1920
False,True,1921
False,True,1922
True,False,1923
False,True,1924
False,True,1925
True,False,1926
True,False,1927
False,True,1928
True,False,1929
True,False,1930
False,True,1931
True,False,1932
True,False,1933
False,True,1934
False,True,1935
True,False,1936
False,True,1937
False,True,1938
False,True,1939
True,False,1940
True,False,1941
False,True,1942
True,False,1943
False,True,1944
False,True,1945
False,True,1946
True,False,1947
True,False,1948
False,True,1949
True,False,1950
False,True,1951
True,False,1952
False,True,1953
False,True,1954
False,True,1955
False,True,1956
True,False,1957
False,True,1958
False,True,1959
True,False,1960
False,True,1961
True,False,1962
True,False,1963
False,True,1964
True,False,1965
False,True,1966
True,False,1967
True,False,1968
True,False,1969
True,False,1970
True,False,1971
False,True,1972
False,True,1973
True,False,1974
False,True,1975
True,False,1976
True,False,1977
False,True,1978
True,False,1979
True,False,1980
False,True,1981
False,True,1982
True,False,1983
True,False,1984
False,True,1985
True,False,1986
False,True,1987
True,False,1988
True,False,1989
True,False,1990
False,True,1991
True,False,1992
False,True,1993
False,True,1994
True,False,1995
False,True,1996
True,False,1997
False,True,1998
False,True,1999
True,False,2000
False,True,2001
False,True,2002
False,True,2003
True,False,2004
True,False,2005
False,True,2006
False,True,2007
True,False,2008
False,True,2009
True,False,2010
False,True,2011
True,False,2012
True,False,2013
False,True,2014
False,True,2015
True,False,2016
True,False,2017
False,True,2018
False,True,2019
True,False,2020
True,False,2021
True,False,2022
False,True,2023
True,False,2024
False,True,2025
True,False,2026
True,False,2027
False,True,2028
False,True,2029
True,False,2030
True,False,2031
False,True,2032
False,True,2033
False,True,2034
False,True,2035
False,True,2036
False,True,2037
True,False,2038
False,True,2039
False,True,2040
False,True,2041
False,True,2042
False,True,2043
True,False,2044
True,False,2045
False,True,2046
True,False,2047
False,True,2048
True,False,2049
False,True,2050
True,False,2051
True,False,2052
False,True,2053
True,False,2054
True,False,2055
True,False,2056
True,False,2057
True,False,2058
False,True,2059
True,False,2060
False,True,2061
False,True,2062
True,False,2063
True,False,2064
False,True,2065
False,True,2066
False,True,2067
True,False,2068
True,False,2069
False,True,2070
True,False,2071
False,True,2072
False,True,2073
False,True,2074
False,True,2075
False,True,2076
True,False,2077
False,True,2078
True,False,2079
True,False,2080
False,True,2081
True,False,2082
False,True,2083
False,True,2084
True,False,2085
True,False,2086
False,True,2087
False,True,2088
False,True,2089
False,True,2090
False,True,2091
True,False,2092
False,True,2093
False,True,2094
False,True,2095
True,False,2096
True,False,2097
False,True,2098
True,False,2099
True,False,2100
True,False,2101
False,True,2102
False,True,2103
False,True,2104
True,False,2105
True,False,2106
True,False,2107
True,False,2108
False,True,2109
False,True,2110
True,False,2111
False,True,2112
True,False,2113
False,True,2114
False,True,2115
False,True,2116
False,True,2117
False,True,2118
False,True,2119
False,True,2120
False,True,2121
False,True,2122
False,True,2123
True,False,2124
True,False,2125
True,False,2126
True,False,2127
False,True,2128
False,True,2129
True,False,2130
False,True,2131
True,False,2132
True,False,2133
False,True,2134
False,True,2135
False,True,2136
False,True,2137
