domain_registration,profiler,mail_server,fk_deal_id
True,True,True,367
False,True,False,368
False,False,True,369
False,True,True,370
False,True,True,371
True,False,True,372
False,False,False,373
True,False,False,374
True,True,True,375
False,False,True,376
False,False,True,377
True,True,False,378
True,True,False,379
True,False,True,380
True,True,False,381
False,False,False,382
True,False,False,383
True,True,False,384
True,False,False,385
False,False,False,386
True,False,False,387
False,True,False,388
False,True,False,389
False,False,False,390
True,True,False,391
True,True,False,392
True,False,False,393
True,False,True,394
True,True,False,395
True,False,True,396
False,True,True,397
True,True,True,398
False,True,False,399
True,True,True,400
True,False,False,401
False,False,True,402
False,False,True,403
True,False,True,404
False,False,False,405
False,False,True,406
False,False,True,407
False,True,False,408
False,False,False,409
False,False,False,410
True,False,True,411
False,False,True,412
False,False,False,413
True,False,True,414
False,True,True,415
True,False,False,416
True,True,True,417
False,False,False,418
True,False,True,419
True,False,True,420
True,True,True,421
False,False,True,422
False,False,False,423
False,False,True,424
False,True,False,425
False,False,True,426
True,True,True,427
True,True,True,428
False,False,True,429
True,False,True,430
True,False,False,431
False,False,False,432
False,True,True,433
True,True,False,434
True,True,False,435
True,True,False,436
True,False,False,437
False,False,False,438
False,True,True,439
False,False,True,440
False,True,True,441
True,True,False,442
True,False,False,443
True,False,True,444
False,True,False,445
True,True,False,446
False,False,False,447
True,True,False,448
True,True,True,449
False,True,True,450
False,True,False,451
False,True,True,452
True,False,True,453
False,True,True,454
True,True,False,455
False,True,False,456
False,False,False,457
True,True,True,458
True,False,False,459
True,True,True,460
False,False,False,461
True,False,True,462
True,False,True,463
True,True,False,464
True,True,False,465
False,True,False,466
True,True,False,467
True,True,True,468
True,False,False,469
True,True,True,470
True,True,False,471
False,False,True,472
True,False,True,473
False,False,True,474
False,True,True,475
True,True,False,476
False,False,True,477
False,False,True,478
True,False,True,479
False,True,False,480
False,False,True,481
False,False,False,482
True,True,False,483
True,True,False,484
False,False,False,485
True,False,False,486
False,False,False,487
False,True,False,488
False,False,True,489
False,False,False,490
True,False,False,491
False,True,True,492
True,False,False,493
False,True,True,494
True,False,False,495
False,False,True,496
False,False,False,497
True,True,True,498
False,False,False,499
True,False,False,500
True,False,True,501
False,True,True,502
True,False,True,503
True,True,False,504
False,True,True,505
False,False,True,506
False,False,False,507
True,False,True,508
False,True,False,509
True,False,False,510
True,False,True,511
False,False,True,512
True,False,True,513
False,True,True,514
True,True,False,515
True,True,False,516
True,False,True,517
True,True,True,518
False,False,True,519
True,True,True,520
True,True,False,521
False,False,False,522
True,False,False,523
True,True,False,524
True,True,False,525
True,True,False,526
False,False,False,527
True,True,False,528
False,False,False,529
True,True,True,530
True,False,False,531
False,False,False,532
True,False,True,533
True,True,True,534
False,True,False,535
False,True,True,536
True,True,False,537
False,False,True,538
False,True,False,539
True,True,False,540
False,False,False,541
True,True,False,542
True,True,False,543
False,True,False,544
False,True,True,545
True,True,True,546
True,True,True,547
False,True,False,548
True,False,True,549
True,True,True,550
True,False,False,551
False,True,True,552
False,True,False,553
False,False,False,554
True,False,True,555
False,True,True,556
False,True,True,557
True,True,True,558
False,True,True,559
True,False,False,560
False,False,False,561
False,True,True,562
True,True,True,563
True,True,False,564
True,True,True,565
True,False,True,566
True,True,True,567
True,True,True,568
False,True,False,569
False,False,False,570
True,True,True,571
False,True,True,572
True,False,True,573
True,False,False,574
True,True,False,575
True,False,False,576
True,True,True,577
True,True,False,578
True,True,False,579
False,False,False,580
True,False,False,581
True,True,True,582
True,False,False,583
False,True,True,584
False,True,False,585
False,False,True,586
True,True,True,587
True,True,True,588
True,False,False,589
True,False,False,590
False,False,True,591
False,True,True,592
False,True,True,593
True,False,False,594
True,False,True,595
False,False,True,596
False,True,True,597
True,True,True,598
False,False,True,599
False,True,False,600
False,False,True,601
False,True,True,602
True,True,False,603
False,True,True,604
True,False,True,605
False,True,True,606
False,True,False,607
True,False,True,608
True,False,True,609
False,False,False,610
True,False,False,611
False,True,False,612
False,False,True,613
True,False,False,614
False,True,False,615
True,True,True,616
False,False,True,617
False,False,False,618
False,True,False,619
False,True,True,620
True,True,False,621
True,False,True,622
False,False,False,623
True,False,False,624
False,False,True,625
True,True,False,626
False,True,True,627
False,False,True,628
False,True,False,629
True,False,True,630
True,True,True,631
True,False,True,632
True,False,True,633
True,False,False,634
True,False,True,635
False,False,False,636
True,True,False,637
False,True,False,638
True,False,False,639
True,True,False,640
True,True,True,641
False,True,False,642
True,True,True,643
False,True,False,644
False,True,True,645
False,False,False,646
True,True,False,647
False,True,True,648
True,True,True,649
True,True,True,650
True,True,True,651
False,True,False,652
False,True,False,653
False,False,True,654
False,True,True,655
False,False,True,656
True,False,False,657
False,False,True,658
True,True,True,659
False,False,True,660
False,True,False,661
False,True,True,662
True,False,False,663
False,False,True,664
False,True,False,665
False,True,False,666
True,True,False,667
False,False,False,668
False,False,True,669
True,False,False,670
True,False,False,671
False,False,True,672
False,True,False,673
True,True,True,674
True,False,False,675
True,True,False,676
True,False,False,677
True,False,False,678
False,False,False,679
True,False,True,680
True,True,True,681
False,False,False,682
True,False,True,683
False,True,False,684
True,False,True,685
True,True,True,686
True,True,False,687
False,True,True,688
True,False,False,689
False,True,True,690
True,True,True,691
False,False,False,692
True,True,True,693
True,False,True,694
True,True,True,695
False,False,False,696
True,True,True,697
True,True,False,698
False,False,False,699
False,True,True,700
False,False,True,701
True,False,False,702
False,False,True,703
False,False,False,704
False,False,False,705
True,True,False,706
True,True,False,707
True,False,True,708
True,False,True,709
True,False,False,710
False,True,True,711
True,False,True,712
True,True,True,713
True,True,False,714
True,True,False,715
True,True,True,716
True,False,True,717
False,True,True,718
False,True,False,719
False,True,False,720
False,False,False,721
True,False,True,722
False,True,False,723
True,False,False,724
True,True,False,725
False,True,True,726
False,True,False,727
False,False,False,728
False,False,True,729
True,True,True,730
False,False,False,731
False,False,True,732
False,True,True,733
True,True,False,734
True,False,False,735
True,False,False,736
False,True,False,737
False,True,True,738
False,True,True,739
True,False,True,740
False,True,False,741
False,False,True,742
False,False,True,743
True,False,True,744
True,False,False,745
True,False,True,746
False,True,True,747
True,True,False,748
False,True,True,749
True,True,True,750
True,False,True,751
False,False,False,752
False,False,True,753
True,True,True,754
True,False,True,755
False,True,True,756
True,False,False,757
False,True,False,758
True,True,True,759
True,False,True,760
True,False,True,761
False,False,False,762
False,True,True,763
True,True,False,764
False,True,False,765
True,True,False,766
False,False,True,767
True,True,True,768
True,False,True,769
True,True,False,770
False,False,True,771
False,True,True,772
True,True,False,773
False,True,True,774
True,True,True,775
False,False,False,776
False,False,True,777
True,False,True,778
False,True,True,779
True,True,False,780
True,False,True,781
True,True,False,782
True,False,True,783
True,False,True,784
True,False,False,785
True,True,True,786
True,False,True,787
True,True,False,788
False,False,True,789
False,False,True,790
False,True,True,791
False,True,True,792
True,True,True,793
True,False,True,794
True,False,True,795
False,False,False,796
False,True,False,797
True,False,False,798
False,True,False,799
False,False,True,800
True,False,True,801
True,True,False,802
True,False,False,803
True,True,True,804
True,False,True,805
True,False,True,806
False,True,True,807
True,True,False,808
True,True,False,809
True,False,True,810
False,True,True,811
False,False,True,812
True,True,False,813
True,False,True,814
True,True,False,815
False,False,False,816
True,True,False,817
True,True,True,818
False,False,True,819
False,False,False,820
False,False,True,821
False,False,False,822
True,True,False,823
False,True,True,824
False,False,True,825
True,False,True,826
True,True,False,827
True,True,False,828
False,True,True,829
False,True,True,830
True,False,True,831
True,True,True,832
True,True,True,833
False,True,True,834
True,True,True,835
False,False,True,836
False,True,False,837
False,False,False,838
False,True,True,839
False,False,False,840
False,True,True,841
False,True,True,842
False,False,True,843
False,True,False,844
True,True,False,845
True,False,True,846
False,True,True,847
True,False,False,848
True,False,False,849
False,False,False,850
False,False,True,851
False,True,True,852
False,False,True,853
True,False,False,854
True,False,True,855
False,True,False,856
True,True,True,857
False,True,False,858
True,False,True,859
True,True,False,860
True,True,True,861
True,False,False,862
True,True,False,863
True,True,False,864
False,False,False,865
False,False,True,866
True,False,False,867
False,True,False,868
True,False,False,869
True,False,False,870
True,False,False,871
False,True,True,872
True,False,True,873
False,True,False,874
False,True,True,875
False,False,True,876
False,True,True,877
True,False,False,878
True,True,False,879
True,True,True,880
True,False,True,881
True,False,False,882
False,False,True,883
False,True,False,884
True,True,True,885
False,True,False,886
False,False,False,887
True,False,False,888
False,False,False,889
False,True,True,890
False,True,True,891
False,False,False,892
True,False,False,893
False,True,False,894
True,True,True,895
False,False,True,896
True,False,False,897
True,False,True,898
True,True,False,899
False,True,True,900
False,False,True,901
False,True,True,902
False,False,False,903
False,False,True,904
True,False,False,905
True,True,True,906
True,False,True,907
False,False,False,908
True,True,False,909
False,False,True,910
True,True,True,911
True,True,True,912
True,True,False,913
True,True,True,914
True,True,True,915
True,False,True,916
True,False,False,917
True,False,False,918
True,True,False,919
True,True,True,920
True,True,True,921
True,True,False,922
True,False,True,923
False,True,True,924
False,False,True,925
False,False,True,926
True,True,True,927
True,False,False,928
True,True,True,929
False,True,False,930
True,False,True,931
False,False,True,932
False,True,True,933
True,False,True,934
True,False,False,935
True,True,True,936
False,False,True,937
True,True,True,938
True,False,True,939
True,True,False,940
True,True,True,941
True,False,False,942
True,False,False,943
False,False,True,944
False,False,False,945
True,False,True,946
False,True,True,947
False,True,False,948
False,True,False,949
True,True,False,950
True,False,False,951
False,True,False,952
False,False,False,953
False,True,False,954
False,False,True,955
True,False,False,956
False,True,True,957
False,False,False,958
False,True,False,959
False,False,False,960
True,True,False,961
True,True,True,962
True,False,False,963
True,True,True,964
False,True,True,965
True,False,False,966
False,False,True,967
True,False,False,968
False,False,True,969
False,True,False,970
True,True,False,971
False,False,False,972
True,True,True,973
True,True,False,974
True,False,True,975
True,True,False,976
True,True,True,977
True,True,False,978
False,False,True,979
False,False,True,980
True,True,False,981
False,False,False,982
True,False,True,983
False,False,True,984
True,True,True,985
False,True,False,986
True,False,True,987
True,True,False,988
True,True,True,989
True,False,False,990
True,True,True,991
True,True,False,992
False,False,False,993
False,True,True,994
False,False,False,995
False,False,False,996
True,True,False,997
True,False,False,998
False,False,True,999
True,True,True,1000
True,True,False,1001
False,True,True,1002
False,True,True,1003
True,False,True,1004
False,False,True,1005
True,True,True,1006
True,False,True,1007
True,False,False,1008
False,False,False,1009
False,False,True,1010
False,True,True,1011
False,False,True,1012
True,False,False,1013
True,True,False,1014
False,False,False,1015
True,False,True,1016
True,True,True,1017
False,True,True,1018
False,False,False,1019
True,False,False,1020
False,False,False,1021
True,True,False,1022
False,False,True,1023
False,False,False,1024
False,False,False,1025
True,False,True,1026
False,False,False,1027
True,False,True,1028
True,True,True,1029
False,True,False,1030
True,False,True,1031
True,True,False,1032
False,False,False,1033
False,False,False,1034
True,False,False,1035
True,True,False,1036
False,False,False,1037
True,False,True,1038
True,False,False,1039
True,True,False,1040
False,True,False,1041
False,True,True,1042
True,False,False,1043
True,False,False,1044
False,False,False,1045
False,True,True,1046
False,True,True,1047
True,False,True,1048
True,True,False,1049
True,False,True,1050
False,True,True,1051
True,True,True,1052
False,True,False,1053
False,False,False,1054
True,True,True,1055
False,True,False,1056
True,True,False,1057
False,False,False,1058
False,False,True,1059
True,False,False,1060
True,True,True,1061
False,False,True,1062
False,True,True,1063
True,False,False,1064
True,True,True,1065
True,True,True,1066
False,False,True,1067
False,True,True,1068
True,False,True,1069
True,False,True,1070
True,True,False,1071
True,False,True,1072
False,False,True,1073
False,True,True,1074
False,True,False,1075
True,False,True,1076
True,True,False,1077
True,True,True,1078
True,True,False,1079
True,True,True,1080
True,False,False,1081
False,False,True,1082
True,True,True,1083
False,False,True,1084
False,True,True,1085
False,False,False,1086
False,False,False,1087
True,True,False,1088
False,False,True,1089
True,True,False,1090
False,True,False,1091
False,False,False,1092
True,False,True,1093
True,True,True,1094
False,True,False,1095
False,False,False,1096
True,False,False,1097
False,True,False,1098
False,False,True,1099
True,False,True,1100
False,False,True,1101
False,True,True,1102
True,True,False,1103
False,False,True,1104
False,False,True,1105
True,True,True,1106
True,False,True,1107
True,False,False,1108
False,False,True,1109
True,True,True,1110
True,True,True,1111
True,True,True,1112
False,False,True,1113
False,True,True,1114
False,False,True,1115
False,True,False,1116
False,False,True,1117
True,True,False,1118
True,True,False,1119
True,False,False,1120
False,True,True,1121
True,True,False,1122
True,False,False,1123
True,False,False,1124
False,False,False,1125
False,False,False,1126
True,False,True,1127
True,True,False,1128
True,True,False,1129
True,False,False,1130
True,True,True,1131
True,True,True,1132
True,True,True,1133
False,False,False,1134
False,True,False,1135
True,True,True,1136
False,True,True,1137
False,True,True,1138
True,False,False,1139
True,True,False,1140
True,True,False,1141
True,True,False,1142
True,True,False,1143
True,False,True,1144
False,False,False,1145
True,False,False,1146
True,True,True,1147
False,True,False,1148
False,False,False,1149
True,False,False,1150
False,False,True,1151
True,True,False,1152
False,True,True,1153
False,True,True,1154
False,True,False,1155
False,True,False,1156
True,False,False,1157
True,True,False,1158
True,False,False,1159
True,False,True,1160
True,True,True,1161
True,True,True,1162
True,False,False,1163
True,True,True,1164
True,True,False,1165
True,True,True,1166
False,False,False,1167
True,True,True,1168
False,False,False,1169
False,False,False,1170
False,True,True,1171
True,True,False,1172
True,True,True,1173
False,False,False,1174
True,False,False,1175
False,True,False,1176
False,False,True,1177
False,True,False,1178
False,True,True,1179
True,False,True,1180
True,False,True,1181
True,True,True,1182
False,True,True,1183
True,True,True,1184
True,False,True,1185
False,True,True,1186
True,False,False,1187
False,True,False,1188
False,True,True,1189
False,True,False,1190
False,True,True,1191
False,True,False,1192
True,False,True,1193
False,True,True,1194
True,False,True,1195
True,True,True,1196
False,False,True,1197
True,False,False,1198
False,False,True,1199
False,False,True,1200
True,True,True,1201
False,True,True,1202
True,True,False,1203
True,True,True,1204
False,True,True,1205
True,False,True,1206
False,False,True,1207
False,False,True,1208
False,False,True,1209
False,False,True,1210
True,False,True,1211
False,True,False,1212
True,True,False,1213
False,True,True,1214
True,True,False,1215
False,False,True,1216
True,False,True,1217
False,False,False,1218
False,False,True,1219
False,False,True,1220
False,True,False,1221
False,True,False,1222
True,True,True,1223
False,False,True,1224
False,False,True,1225
False,True,False,1226
True,False,True,1227
False,False,False,1228
True,True,False,1229
True,True,False,1230
True,True,False,1231
False,False,True,1232
True,False,False,1233
True,True,False,1234
True,False,True,1235
False,False,True,1236
False,True,False,1237
True,False,True,1238
False,True,True,1239
False,True,True,1240
True,True,False,1241
True,False,True,1242
False,False,False,1243
False,True,False,1244
True,False,True,1245
False,True,False,1246
True,True,True,1247
False,False,True,1248
True,False,False,1249
True,False,False,1250
False,True,False,1251
True,True,True,1252
False,True,True,1253
False,False,False,1254
True,True,True,1255
False,True,True,1256
True,True,True,1257
False,False,True,1258
False,True,True,1259
False,True,True,1260
False,False,True,1261
True,False,True,1262
False,False,True,1263
False,False,True,1264
True,True,True,1265
False,True,True,1266
False,True,True,1267
True,False,False,1268
True,True,True,1269
False,True,True,1270
True,False,False,1271
True,False,True,1272
True,False,True,1273
True,False,False,1274
False,False,False,1275
False,False,True,1276
False,False,True,1277
True,True,True,1278
False,False,False,1279
False,True,False,1280
True,False,False,1281
True,False,False,1282
True,False,True,1283
True,False,False,1284
True,False,True,1285
True,True,True,1286
False,False,False,1287
True,False,True,1288
False,False,True,1289
True,True,True,1290
True,True,True,1291
True,True,False,1292
False,True,True,1293
False,True,False,1294
True,True,True,1295
True,True,False,1296
False,False,False,1297
False,True,True,1298
False,True,True,1299
True,False,True,1300
False,True,False,1301
True,False,True,1302
True,False,False,1303
True,False,False,1304
True,True,True,1305
True,False,True,1306
False,True,True,1307
True,False,True,1308
False,True,False,1309
False,False,False,1310
False,False,False,1311
False,False,False,1312
False,True,True,1313
False,True,False,1314
False,True,False,1315
False,True,False,1316
True,True,False,1317
True,True,False,1318
True,True,False,1319
True,True,False,1320
True,False,True,1321
True,False,False,1322
False,False,True,1323
False,False,True,1324
False,False,False,1325
False,False,True,1326
True,True,True,1327
True,False,True,1328
False,False,False,1329
False,False,True,1330
False,True,False,1331
True,True,False,1332
False,False,False,1333
True,True,True,1334
True,False,True,1335
True,False,True,1336
True,True,True,1337
False,True,True,1338
True,True,True,1339
False,True,False,1340
False,False,False,1341
False,False,False,1342
True,False,False,1343
False,False,True,1344
False,False,False,1345
True,True,True,1346
False,True,True,1347
False,True,False,1348
False,False,True,1349
True,False,True,1350
False,False,False,1351
False,True,False,1352
True,False,True,1353
True,False,True,1354
True,False,True,1355
True,False,False,1356
True,False,True,1357
False,True,True,1358
False,True,False,1359
False,False,True,1360
True,False,False,1361
False,True,False,1362
True,True,False,1363
True,True,True,1364
False,False,True,1365
False,True,True,1366
True,False,False,1367
False,True,True,1368
True,True,True,1369
False,True,True,1370
False,False,True,1371
False,True,True,1372
True,False,True,1373
True,False,True,1374
True,True,True,1375
False,False,True,1376
False,False,False,1377
True,False,False,1378
False,False,True,1379
False,False,True,1380
False,False,False,1381
True,False,True,1382
True,True,True,1383
False,True,False,1384
True,False,False,1385
True,False,False,1386
False,False,True,1387
True,False,True,1388
True,False,True,1389
True,False,False,1390
True,False,False,1391
True,True,True,1392
False,False,False,1393
False,False,True,1394
True,False,True,1395
False,False,True,1396
True,False,True,1397
False,True,True,1398
True,True,True,1399
False,True,False,1400
True,False,False,1401
False,True,True,1402
False,True,True,1403
True,True,True,1404
False,False,False,1405
True,False,False,1406
True,False,True,1407
True,False,True,1408
False,True,False,1409
True,True,True,1410
True,True,False,1411
False,True,False,1412
False,True,True,1413
False,False,False,1414
False,True,False,1415
True,True,False,1416
False,False,False,1417
False,False,True,1418
True,True,False,1419
True,False,False,1420
False,False,False,1421
False,True,False,1422
False,True,True,1423
False,True,False,1424
False,True,False,1425
True,True,True,1426
False,False,True,1427
False,True,False,1428
False,False,True,1429
False,True,False,1430
True,True,False,1431
False,True,False,1432
True,True,False,1433
False,False,True,1434
False,True,False,1435
False,True,True,1436
True,False,True,1437
False,False,True,1438
False,False,False,1439
False,False,False,1440
True,True,False,1441
False,True,True,1442
False,True,True,1443
True,False,False,1444
False,False,True,1445
True,True,True,1446
True,False,False,1447
False,True,False,1448
True,True,True,1449
True,False,True,1450
True,True,True,1451
False,False,True,1452
False,True,True,1453
False,True,False,1454
True,True,True,1455
True,False,True,1456
True,False,True,1457
True,True,False,1458
True,True,True,1459
False,True,False,1460
True,True,True,1461
False,True,True,1462
True,False,True,1463
True,False,True,1464
True,True,True,1465
True,False,False,1466
True,False,False,1467
False,True,False,1468
False,False,False,1469
False,False,True,1470
False,False,True,1471
False,True,True,1472
True,True,True,1473
False,True,True,1474
True,True,False,1475
True,False,True,1476
True,False,False,1477
True,False,False,1478
True,True,True,1479
True,False,False,1480
True,False,True,1481
True,True,True,1482
True,True,True,1483
True,True,True,1484
True,True,False,1485
False,True,True,1486
False,False,False,1487
True,True,True,1488
True,False,True,1489
False,False,True,1490
True,False,True,1491
True,True,False,1492
True,True,False,1493
False,False,True,1494
True,False,False,1495
False,False,True,1496
True,True,False,1497
True,False,True,1498
True,True,True,1499
True,False,False,1500
True,False,False,1501
False,True,True,1502
True,True,False,1503
True,True,True,1504
True,False,True,1505
True,False,False,1506
False,False,True,1507
True,True,True,1508
False,True,True,1509
False,False,True,1510
False,False,True,1511
True,False,True,1512
False,False,False,1513
True,False,True,1514
False,True,False,1515
True,True,True,1516
False,False,True,1517
True,False,True,1518
True,False,False,1519
True,True,True,1520
True,False,True,1521
False,True,True,1522
True,True,False,1523
False,False,False,1524
False,False,True,1525
False,True,False,1526
False,False,False,1527
False,True,True,1528
False,True,False,1529
False,False,True,1530
False,False,False,1531
False,False,True,1532
False,True,True,1533
False,True,True,1534
True,False,True,1535
False,False,False,1536
False,True,True,1537
True,False,False,1538
True,False,True,1539
True,False,False,1540
False,False,False,1541
False,False,False,1542
False,False,False,1543
False,False,True,1544
True,True,False,1545
True,False,False,1546
False,True,True,1547
True,False,True,1548
True,False,True,1549
False,False,True,1550
False,False,False,1551
True,True,False,1552
True,False,True,1553
False,False,True,1554
True,False,False,1555
True,True,True,1556
True,True,True,1557
False,True,True,1558
True,False,True,1559
False,True,False,1560
True,False,True,1561
False,False,True,1562
False,False,False,1563
False,False,False,1564
False,True,True,1565
True,False,False,1566
False,True,True,1567
False,True,True,1568
False,False,True,1569
False,True,False,1570
True,True,False,1571
False,False,False,1572
False,False,True,1573
False,False,True,1574
True,True,False,1575
False,True,False,1576
True,False,True,1577
True,True,True,1578
True,False,True,1579
False,False,False,1580
False,False,True,1581
True,False,False,1582
False,False,False,1583
False,True,False,1584
False,True,True,1585
True,True,True,1586
True,True,False,1587
True,False,False,1588
False,True,False,1589
False,True,True,1590
True,False,False,1591
True,True,True,1592
True,True,True,1593
True,False,False,1594
False,False,False,1595
False,False,False,1596
True,False,False,1597
False,False,False,1598
False,True,True,1599
False,False,True,1600
True,True,True,1601
False,False,True,1602
False,False,False,1603
True,False,False,1604
False,True,True,1605
False,False,True,1606
True,False,True,1607
True,False,False,1608
False,True,True,1609
True,True,True,1610
True,True,False,1611
True,True,True,1612
False,False,False,1613
False,False,False,1614
True,True,True,1615
False,False,False,1616
True,False,False,1617
True,True,False,1618
True,False,False,1619
True,False,False,1620
True,True,False,1621
True,False,False,1622
True,False,True,1623
True,True,True,1624
False,True,False,1625
True,False,True,1626
True,False,True,1627
True,True,False,1628
False,False,False,1629
True,True,False,1630
False,False,False,1631
False,True,False,1632
False,True,False,1633
False,False,False,1634
False,True,False,1635
False,True,False,1636
False,False,True,1637
False,False,False,1638
False,False,False,1639
False,True,True,1640
False,False,True,1641
True,True,False,1642
False,True,False,1643
False,True,False,1644
True,False,False,1645
False,False,False,1646
True,True,True,1647
True,True,False,1648
False,True,True,1649
True,True,True,1650
False,True,True,1651
False,False,False,1652
False,False,True,1653
False,False,False,1654
False,True,True,1655
True,False,True,1656
False,False,True,1657
True,False,True,1658
False,True,True,1659
True,False,False,1660
True,True,True,1661
